treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Aristocrat_Brown",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Aristocrat",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Aristocrat_White",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Cultist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Deva",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Circus",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Drow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_ElegantRobe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Circus_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_B_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Deva_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Camp_Shoes_Sandals_B_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Camp_Shoes_Sandals_B_3",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Camp_Shoes_Sandals_B_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Shoes_Circus",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_A1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_BASE_Vanity_Shoes_Camp",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_A1_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Dragonborn",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Elves_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Dwarves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Elves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Githyanki",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Gnomes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Elves_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_HalfOrcs",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Halflings",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Humans",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Incubus",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Tieflings",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Astarion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Astarion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Gale",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Gale",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Halsin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Halsin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Jaheira",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Jaheira",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Laezel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Laezel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Minsc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Minsc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Minthara",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Minthara",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Karlach",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Karlach",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Shadowheart",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Shadowheart",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Wyll",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Wyll",1,0,0,0,0,0,0,0
new treasuretable "XEL_EpilogueClothingContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_EPI_Camp_Spawn",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Spawn",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Ascendant",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Ascendant",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Gale",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Gale_God",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Gale_God_Player",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Gale",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Halsin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Halsin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Jaheira",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Jaheira",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Jaheira_Harper",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Jaheira_Harper",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Avernus",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Avernus",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Laezel_Gith",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Laezel_Gith",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Laezel_Faerun",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Laezel_Faerun",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Minsc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Minsc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Minthara",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Minthara",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Minthara_Drow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Minthara_Drow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Prison",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_DU_Rags",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Selune",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Selune",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Shar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_PartyTav_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_PartyTav_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_PartyTav_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_PartyTav_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_PartyTav_3",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_PartyTav_3",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_PartyTav_4",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_PartyTav_4",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Wyll_Blade",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Wyll_Blade",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Wyll_Duke",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_EPI_Camp_Shoes_Wyll_Duke",1,0,0,0,0,0,0,0
new treasuretable "XEL_UnreleasedItemContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_MAG_ChargedLightning_EnsnaringShock_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_FOR_DeathOfATrueSoul_TrueSoul_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_Frigid_Trident",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ArcaneAbsorption_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_FlamingFist_FlamingBlade",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Bandit_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Bonded_Lethal_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Psychic_MentalFatigue_Cape",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_BREWER_BrewingLadle_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Critical_CriticalSwiftness_Boots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Mobility_SprintForMomentum_ChainShirt",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Toll_Collector_Cloak",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Critical_CriticalCombo_BattleAxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_DEN_Apprentice_DaggerOfShar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Dart",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Dart_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Dart_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_Cyric_FearImmunity_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Critical_ArcanicCritical_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_StuddedLeather_Body_Drow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Leather_Druid_A_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Leather_Druid_A_2_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Leather_Druid_A_2_Orange",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Leather_Druid_A_2_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Enforcer_RejunevatingKnock_Helmet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Enforcer_NonLethalFright_Club",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Enforcer_NonLethalBlessing_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_FreeCast_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_IncreaseSpeed_Boots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_PLA_WPN_DreadedSkullsFlail",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_Gargoyle_Boots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Breastplate_Githyanki",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_HalfPlate_Body_Githyanki",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_ResistanceFire_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Fire_ApplyBurningOnFireDamage_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_HAG_HagsRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Hat_Circushat",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_ARM_OfTeleportation_Helm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_IncreasedSpellDamage_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Infernal_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Infernal_Warhammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Druid_Ironwood_Armor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_HellishMadness_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_BG_OfSpeed_LightCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OfGreaterSorcery_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Cunning_HandCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Psychic_MentalSundering_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Minsc_Cloak",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_Quest_SCL_Moonblade",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Gortash_Gloves_Netherstone",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Dagger_Orin_A_Netherstone_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_DarkJusticiarArmor_HalfPlate_UNRELEASED",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Nightsong",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Nightsong",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Nightsong",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Nightsong",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Daisy_Boots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Daisy_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Daisy_Plate",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Cloak_Daisy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Metal_Oathbreaker",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Metal_Oathbreaker",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_Oathbreaker",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Plate_1_Oathbreaker",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_DrowSpider_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Zhentarim_CloakOfDisguise_Cloak",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_ChainDevil_Flail",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Bonded_Throwing_Battleaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_Fleshred_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Illithid_CharmPerson_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_QUEST_CRA_HermitCrab_Armor_Ring_Of_Illusion_NOTAPPROUVED",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Fire_IncreasedDamage_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OfSpellResistance_Robe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_CounterOnDamage_ChainShirt",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_SHA_SandthiefsRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Zhentarim_BloodfeederBlade_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_ARM_Sarevok_Armor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_ScarabOfProtection_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Apostle_Scythe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Shadow_Battleaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Shadow_Shadowstep_Boots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_TWN_SharDagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Shield_A_2_NOT_APPROVED",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Bonded_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Harpers_SingingSword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Sling",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_FOR_WebStaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_CQCaster_GainArcaneChargeOnDamage_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Steadfast_Maul",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Illithid_MindTax_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ZOC_ForceConduitWhileSurounded_Boots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheClover_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheImpaler_Pike",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Monk_Lightning_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ZOC_Force_Helmet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Critical_BolsteringCritical_Armor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Dawn_Morningstar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ZOC_RampartAura_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_QUEST_SHA_VampiricDagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Vampiric_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Zhentarim_Ratcaller_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LC_Umberlee_Regeneration_Boots",1,0,0,0,0,0,0,0
new subtable "100,1"
object category "I_XEL_OBJ_ArrowOfCelestialSlaying",1,0,0,0,0,0,0,0
new subtable "100,1"
object category "I_XEL_OBJ_ArrowOfFeySlaying",1,0,0,0,0,0,0,0
new subtable "100,1"
object category "I_XEL_OBJ_ArrowOfGiantSlaying",1,0,0,0,0,0,0,0
new subtable "100,1"
object category "I_XEL_OBJ_ArrowOfOozeSlaying",1,0,0,0,0,0,0,0
new subtable "100,1"
object category "I_XEL_OBJ_ArrowOfPlantSlaying",1,0,0,0,0,0,0,0
new subtable "100,1"
object category "I_XEL_OBJ_AssassinsBlood",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Potion_Of_Force_Resistance",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Potion_Of_Thunder_Resistance",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Oil_Of_Sharpness",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Scroll_ArcaneEye",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Scroll_DispelMagic",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Scroll_FindFamiliar",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Scroll_FireShield_Chill",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Scroll_Jump",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Scroll_ResilientSphere",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Scroll_PhantasmalForce",1,0,0,0,0,0,0,0
new treasuretable "XEL_CommonEquipmentContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_WPN_SkullFlail",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Flail_Air_Myrmidon_ConjureElemental",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Flail",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Morningstar_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Morningstar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Goblin_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Scimitar_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Scimitar_Fire_Myrmidon_ConjureElemental",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Sword_Shar_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Djinni_Scimitar_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_GTY_Shortsword_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_ToySword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Shortsword_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Trepan",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_ORTHON_Shortsword_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_MinePickaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_WarPick",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HandCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Battleaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Bonesaw",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_GTY_Longsword_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Longsword_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Trident_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Trident",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Trident_Water_Myrmidon_ConjureElemental",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Azer_Warhammer_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Warhammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Glaive",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Glaive_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Greataxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_HAG_SwampedHero_OldFancyGreatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Greatsword_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Greatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Halberd",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Halberd_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Maul",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Maul_A_0_Rusty_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Pike_Broken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Pike_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Pike",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HeavyCrossbow_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
